date,county,cases,deaths,source
2020-03-31,Meagher,1.0,0.0,nyt
2020-03-31,Meagher,1.0,0.0,nyt
2020-03-31,Meagher,1.0,0.0,nyt
2020-03-31,Meagher,1.0,0.0,nyt
2020-03-31,Missoula,14.0,0.0,nyt
2020-03-31,Missoula,14.0,0.0,nyt
2020-03-31,Missoula,14.0,0.0,nyt
2020-03-31,Missoula,14.0,0.0,nyt
2020-03-31,Musselshell,1.0,0.0,nyt
2020-03-31,Musselshell,1.0,0.0,nyt
2020-03-31,Musselshell,1.0,0.0,nyt
2020-03-31,Musselshell,1.0,0.0,nyt
2020-03-31,Park,3.0,0.0,nyt
2020-03-31,Park,3.0,0.0,nyt
2020-03-31,Park,3.0,0.0,nyt
2020-03-31,Park,3.0,0.0,nyt
2020-03-31,Ravalli,1.0,0.0,nyt
2020-03-31,Ravalli,1.0,0.0,nyt
2020-03-31,Ravalli,1.0,0.0,nyt
2020-03-31,Ravalli,1.0,0.0,nyt
2020-03-31,Roosevelt,1.0,0.0,nyt
2020-03-31,Roosevelt,1.0,0.0,nyt
2020-03-31,Roosevelt,1.0,0.0,nyt
2020-03-31,Roosevelt,1.0,0.0,nyt
2020-03-31,Silver Bow,10.0,0.0,nyt
2020-03-31,Silver Bow,10.0,0.0,nyt
2020-03-31,Silver Bow,10.0,0.0,nyt
2020-03-31,Silver Bow,10.0,0.0,nyt
2020-03-31,Toole,6.0,2.0,nyt
2020-03-31,Toole,6.0,2.0,nyt
2020-03-31,Toole,6.0,2.0,nyt
2020-03-31,Toole,6.0,2.0,nyt
2020-03-31,Yellowstone,31.0,0.0,nyt
2020-03-31,Yellowstone,31.0,0.0,nyt
2020-03-31,Yellowstone,31.0,0.0,nyt
2020-03-31,Yellowstone,31.0,0.0,nyt
2020-04-01,Missoula,15.0,0.0,msl
2020-04-01,Gallatin,79.0,0.0,msl
2020-04-01,Yellowstone,32.0,0.0,msl
2020-04-01,Lewis and Clark,13.0,0.0,msl
